researcher,unidad_academica,CENTRO,ZONA,id_scholar,h_index,vinculacion,horas_dedicacion,url,grupo,inicio_vinculacion,fin_vinculacion,posgrade,clasification,articulos,capitulos,libros,softwares,innovaciones,trabajos_dirigidos
PABLO BAUTISTA LATORRE,OTRO,OTRO,OTRO,NA,NA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000790400,GRINDES,2009-04-01, 2009/4,Especialización,Sin clasificar,0,0,0,0,0,0
SANDRA CASTRO ESCOBAR,OTRO,OTRO,OTRO,NA,NA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000790397,GRINDES,2009-04-01, 2009/4,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
HUGO ANTONIO ENAMORADO LADINO,OTRO,OTRO,OTRO,NA,NA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001305069,PROMETEO,2016-02-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,2
ANDRES SUAREZ MORALES,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001054686,PROMETEO,2009-11-01, 2009/12,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
ANGELICA ALZATE NAVARRO,OTRO,OTRO,OTRO,NA,NA,Integrante,3,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001184555,PROMETEO,2009-03-01, 2009/6,Especialización,Sin clasificar,0,0,0,0,0,0
ANNI MARCELA GARZON SEGURA,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001472285,PROMETEO,2016-02-01, 2017/1,Doctorado,Investigador Junior (IJ),3,2,0,0,0,4
AZUL ALFEREZ VILLARREAL,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001623111,PROMETEO,2015-05-01, 2016/6,Doctorado,Sin clasificar,2,0,0,0,0,0
CARLOS ANDRES NAVARRO CRUZ,OTRO,OTRO,OTRO,NA,NA,Integrante,3,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001184296,PROMETEO,2009-03-01, 2009/7,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
CLAUDIA PATRICIA BENAVIDEZ ROCHA,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001158740,PROMETEO,2009-11-01, 2010/1,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
DENNYS ANDREA CORTES RAMIREZ,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000773719,PROMETEO,2007-02-01, 2009/11,Especialización,Sin clasificar,0,0,0,0,0,0
DIANA CAROLINA CUESTA CAMPOS,OTRO,OTRO,OTRO,NA,NA,Integrante,3,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000023711,PROMETEO,2009-03-01, 2009/6,Especialización,Sin clasificar,0,0,0,0,0,0
DIANA MARCELA TORO JIMENEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001516535,PROMETEO,2017-08-01, Actual,Especialización,Sin clasificar,0,0,0,0,0,1
ELIZABETH AURORA PEREZ HERNANDEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001623778,PROMETEO,2015-05-01, 2015/12,Doctorado,Sin clasificar,1,0,0,0,0,0
ERIKA MARCELA VALENCIA LEON,OTRO,OTRO,OTRO,NA,NA,Integrante,3,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001185250,PROMETEO,2009-03-01, 2009/7,Técnico,Sin clasificar,0,0,0,0,0,0
ERNESTO RIVERA GONZALEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001048287,PROMETEO,2009-11-01, 2009/12,Doctorado,Sin clasificar,0,0,0,0,0,0
FERNEY CALDERON SUAREZ,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000104098,PROMETEO,2017-08-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
FRANCY YOLIMA SARAY MUNOZ,OTRO,OTRO,OTRO,NA,NA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000713457,PROMETEO,2008-03-01, 2008/12,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
GEHIDY LORENA BUITRAGO DIAZ,OTRO,OTRO,OTRO,NA,NA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001303260,PROMETEO,2008-07-01, 2009/9,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
HENRY HERNANDO SARAY PIRAQUIVE,OTRO,OTRO,OTRO,NA,NA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000702226,PROMETEO,2009-11-01, 2009/12,Especialización,Sin clasificar,0,0,0,0,0,0
IVAN YESID REYES MOLINA,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001645849,PROMETEO,2017-08-01, 2018/2,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
JAZMIN ANDREA GUERRERO ZAPATA,OTRO,OTRO,OTRO,NA,NA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001137301,PROMETEO,2008-02-01, 2008/12,Doctorado,Sin clasificar,0,0,0,0,0,0
JOHANNA FOLLECO ERASO,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000695696,PROMETEO,2008-02-01, 2009/11,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
JOSE LUIS POSADA ABRIL,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000913405,PROMETEO,2009-11-01, 2009/12,Maestría/Magister,Investigador Junior (IJ),0,0,0,0,0,0
JUANA VELASCO HERNANDEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001144618,PROMETEO,2009-11-01, 2009/12,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
LILIANA BERNAL VARGAS,OTRO,OTRO,OTRO,NA,NA,Integrante,26,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001435026,PROMETEO,2017-07-01, Actual,Maestría/Magister,Investigador Junior (IJ),4,0,0,0,0,23
LILIANA MARIA RONDON LEAL,OTRO,OTRO,OTRO,NA,NA,Integrante,3,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001188119,PROMETEO,2009-03-01, 2009/6,Técnico,Sin clasificar,0,0,0,0,0,0
LUIS ALEXYS PINZON CASTRO,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001394668,PROMETEO,2014-01-01, 2016/12,Maestría/Magister,Sin clasificar,2,0,0,0,0,0
MAGDA EVELYN MENDIVELSO DIAZ,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001157833,PROMETEO,2017-08-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,5
MARIA ALEXANDRA RUBIO GONZALEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000837768,PROMETEO,2014-01-01, 2016/11,Especialización,Sin clasificar,0,0,0,0,0,9
MARTHA ISABEL ECHEVERRY RAMOS,OTRO,OTRO,OTRO,NA,NA,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000707287,PROMETEO,2013-01-01, 2013/3,Especialización,Sin clasificar,0,0,0,0,0,0
MARTIN RICARDO RODRIGUEZ CHACON,OTRO,OTRO,OTRO,NA,NA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001349049,PROMETEO,2008-02-01, 2009/11,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
MILCIADES VIZCAINO GUTIERREZ,OTRO,OTRO,OTRO,NA,NA,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000149934,PROMETEO,2010-01-01, Actual,Maestría/Magister,Investigador Junior (IJ),15,10,7,0,0,1
MONICA DEL ROSARIO PEREZ URIBE,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001090542,PROMETEO,2009-11-01, 2016/11,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
OMAR VILLAMIL PARRA,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000716545,PROMETEO,2009-11-01, 2009/12,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
ROSA ZAMUDIO GONZALEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001157078,PROMETEO,2011-01-01, Actual,Maestría/Magister,Sin clasificar,3,10,3,0,0,37
RUTH EDITH MUNOZ JIMENEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000841226,PROMETEO,2012-06-01, Actual,Maestría/Magister,Sin clasificar,2,0,4,0,0,1
SURANI SILVA NOVA,OTRO,OTRO,OTRO,NA,NA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000713988,PROMETEO,2006-01-01, 2011/2,Maestría/Magister,Sin clasificar,1,0,0,0,0,0
ARIEL CHARRY MORALES,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000713260,PROMETEO,2010-01-01, Actual,Maestría/Magister,Sin clasificar,3,0,0,0,0,4
CARLOS ALBERTO RODRIGUEZ SANCHEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000502855,SIGCIENTY,2017-02-01, Actual,Maestría/Magister,Sin clasificar,0,3,0,2,0,2
ROBERTO OSORIO ROMERO,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001534010,SIGCIENTY,2015-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,5,0,0
ADRIANA OCAMPO OCAMPO,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001184245,SIGCIENTY,2009-02-01, 2011/11,Maestría/Magister,Sin clasificar,1,0,0,0,0,0
ALBERTH RENNE GONZALEZ CARANTON,OTRO,OTRO,OTRO,NA,NA,Integrante,4; 10; 0; 4; 10; 0; 4; 10; 0; 4; 10; 0; 4; 10; 0; 4; 10; 0; 4; 10; 0; 4; 10; 0; 4; 10; 0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001062093,"SIGCIENTY; GRUPO INTERINSTITUCIONAL DE INVESTIGACION EN CIENCIAS AGROPECUARIAS FORESTALES Y AGROINDUSTRIALES DEL TROPICO COLOLMBIANO; GRUPO DE CONSERVACION, BIOPROSPECCION Y DESARROLLO SOSTENIBLE; SIGCIENTY; GRUPO INTERINSTITUCIONAL DE INVESTIGACION EN CIENCIAS AGROPECUARIAS FORESTALES Y AGROINDUSTRIALES DEL TROPICO COLOLMBIANO; GRUPO DE CONSERVACION, BIOPROSPECCION Y DESARROLLO SOSTENIBLE; SIGCIENTY; GRUPO INTERINSTITUCIONAL DE INVESTIGACION EN CIENCIAS AGROPECUARIAS FORESTALES Y AGROINDUSTRIALES DEL TROPICO COLOLMBIANO; GRUPO DE CONSERVACION, BIOPROSPECCION Y DESARROLLO SOSTENIBLE",2019-08-01; 2019-04-01; 2019-07-01, 2019/8,Doctorado,Sin clasificar,0; 0; 0; 0; 0; 0; 0; 0; 0,0; 0; 0; 0; 0; 0; 0; 0; 0,0; 0; 0; 0; 0; 0; 0; 0; 0,0; 0; 0; 0; 0; 0; 0; 0; 0,0; 0; 0; 0; 0; 0; 0; 0; 0,0; 0; 0; 0; 0; 0; 0; 0; 0
ALEJANDRA DUARTE LASSO,OTRO,OTRO,OTRO,NA,NA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001370263,SIGCIENTY,2016-08-01, 2016/8,Especialización,Sin clasificar,0,0,0,0,0,0
ALEXANDER SABOGAL RUEDA,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001334261,SIGCIENTY,2016-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
ANA MARIA GUZMAN MORA,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001370466,SIGCIENTY,2009-11-01, 2010/11,Doctorado,Sin clasificar,0,0,0,0,0,0
ANA ROCIO LEON LUGO,OTRO,OTRO,OTRO,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001629973,SIGCIENTY,2019-03-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,1
ANDRES MAURICIO DIAZ QUINTERO,OTRO,OTRO,OTRO,NA,NA,Integrante,15,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000837385,SIGCIENTY,2010-04-01, 2011/4,Maestría/Magister,Sin clasificar,0,0,0,0,0,1
ANGELA MARIA FONSECA MONTOYA,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001650088,SIGCIENTY,2021-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
ARNALDO ANDRES GONZALEZ GOMEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000102177,SIGCIENTY,2018-05-01, Actual,Pregrado/Universitario,Sin clasificar,0,1,0,0,0,0
BEGONA CRISTINA PELAYO GARCIA BUSTELO,OTRO,OTRO,OTRO,NA,NA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001460301,SIGCIENTY,2010-10-01, 2014/12,Doctorado,Sin clasificar,5,2,3,1,0,1
BELARMINA MARTINEZ DE VELANDIA,OTRO,OTRO,OTRO,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000884472,SIGCIENTY,2007-04-01, 2009/12,Especialización,Sin clasificar,1,0,0,0,0,0
CARLOS ANDRES MARTINEZ ALAYON,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001366648,SIGCIENTY,2015-08-01, Actual,Maestría/Magister,Sin clasificar,1,2,1,0,0,5
CARLOS IVAN PALACIOS GONZALEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001189948,SIGCIENTY,2020-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
CAROLINA SARMIENTO GONZALEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001376655,SIGCIENTY,2016-01-01, Actual,Doctorado,Sin clasificar,0,0,0,0,0,7
CELIO GIL AROS,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000271020,SIGCIENTY,2015-01-01, 2019/12,Maestría/Magister,Sin clasificar,1,0,0,0,0,0
CESAR AUGUSTO FIGUEREDO GARZON,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001377536,SIGCIENTY,2017-01-01, Actual,Maestría/Magister,Investigador Junior (IJ),1,0,0,0,0,0
CESAR AUGUSTO TORRES ANDRADE,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000824666,SIGCIENTY,2018-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
CESAR ORLANDO DIAZ BENITO,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000627011,SIGCIENTY,2021-02-01, Actual,Doctorado,Sin clasificar,0,0,0,0,0,0
CLAUDIA LILIANA INFANTE RINCON,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001487686,SIGCIENTY,2020-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
DELVIS DEL SOCORRO MEJIA ALVAREZ,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000442542,SIGCIENTY,2019-01-01, Actual,Maestría/Magister,Sin clasificar,0,2,0,1,0,0
DIANA PATRICIA LANDAZABAL CUERVO,OTRO,OTRO,OTRO,NA,NA,Integrante,1,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000552780,SIGCIENTY,2006-05-01, 2007/1,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
DOMINGO ALIRIO MONTANO ARIAS,OTRO,OTRO,OTRO,NA,NA,Integrante,20; 20; 20; 20; 20; 20; 20; 20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000092860,SIGCIENTY; ZOOBIOS; SIGCIENTY; ZOOBIOS,2015-01-01; 2010-02-01, 2017/12,Doctorado,Investigador Senior (IS),1; 4; 1; 4,0; 1; 0; 1,0; 2; 0; 2,0; 0; 0; 0,0; 0; 0; 0,0; 3; 0; 3
EDGAR ALEXANDER OSPINA GRANADOS,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001093800,SIGCIENTY,2020-11-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
EDGAR ARTURO BUSTOS CALDAS,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001243560,SIGCIENTY,2019-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
EDWIN BLASNILO RUA RAMIREZ,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001435549,SIGCIENTY,2017-01-01, Actual,Maestría/Magister,Investigador Asociado (I),2,3,0,0,0,0
EFRAIN RICARDO URIBE MOYA,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001637179,SIGCIENTY,2014-01-01, 2015/12,Especialización,Sin clasificar,1,0,0,0,0,0
FERNEY ALBERTO BELTRAN MOLINA,OTRO,OTRO,OTRO,NA,NA,Integrante,12,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000987360,SIGCIENTY,2015-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
FRANKLIN ARCINIEGAS OVALLE,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000021597,SIGCIENTY,2014-02-01, 2014/3,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
GUILLERMO JEREZ CORTES,OTRO,OTRO,OTRO,NA,NA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000786187,SIGCIENTY,2013-07-01, 2013/7,Doctorado,Investigador Junior (IJ),0,0,0,0,0,0
HELMER MUNOZ HERNANDEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001038435,SIGCIENTY,2018-05-01, Actual,Doctorado,Investigador Asociado (I),0,0,0,0,0,0
INGRID MERCEDES CRUZ BERNAL,OTRO,OTRO,OTRO,NA,NA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001396375,SIGCIENTY,2015-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
JESUS SOTO CARRION,OTRO,OTRO,OTRO,NA,NA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001460300,SIGCIENTY,2010-10-01, Actual,Técnico,Sin clasificar,0,0,0,0,0,0
JOHN WILLIAM VASQUEZ CAPACHO,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001017764,SIGCIENTY,2015-01-01, 2015/1,Doctorado,Investigador Senior (IS),0,1,0,0,0,0
JORGE HERNANDO CASTANEDA LIZARAZO,OTRO,OTRO,OTRO,NA,NA,Integrante,15,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000303950,SIGCIENTY,2009-04-01, 2011/4,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
JUAN CAMILO TEJADA ORJUELA,OTRO,OTRO,OTRO,NA,NA,Integrante,0; 15; 0; 15; 0; 15; 0; 15,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001566893,SIGCIENTY; GIDESTEC; SIGCIENTY; GIDESTEC,2018-05-01; 2017-06-01, Actual,Maestría/Magister,Sin clasificar,0; 1; 0; 1,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0
JUAN CARLOS AMEZQUITA SALAZAR,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001684683,SIGCIENTY,2019-05-01, Actual,Doctorado,Sin clasificar,1,0,0,0,0,0
JUAN CARLOS SUAREZ BARON,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001573183,SIGCIENTY,2019-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
JULI PATRICIA CASTIBLANCO ALDANA,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001384119,SIGCIENTY,2019-01-01, 2019/11,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
JULIET DAYANA DONOSO BOLANO,OTRO,OTRO,OTRO,NA,NA,Integrante,25,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000005724,SIGCIENTY,2015-01-01, 2017/1,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
JULIETHA ALEXANDRA OVIEDO CORREA,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001279840,SIGCIENTY,2019-01-01, 2019/1,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
LIBIA ALEXANDRA LOPEZ CEPEDA,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000044301,SIGCIENTY,2017-01-01, Actual,Especialización,Sin clasificar,0,0,0,0,0,0
LUIS EDUARDO PALLARES MARTINEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000092832,SIGCIENTY,2018-01-01, 2019/12,Pregrado/Universitario,Investigador Junior (IJ),0,2,0,0,0,0
LUIS EFRAIN RUIZ SUAREZ,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001076566,SIGCIENTY,2016-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
LUIS FRANCISCO PEDRAZA ARCHILA,OTRO,OTRO,OTRO,NA,NA,Integrante,35,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001483812,SIGCIENTY,2014-01-01, 2015/3,Doctorado,Sin clasificar,0,0,0,0,0,0
MANUEL BARBARO CUADRA SANZ,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001496584,SIGCIENTY,2014-06-01, 2016/3,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
MARCELO ARGUELLO VILLA,OTRO,OTRO,OTRO,NA,NA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001426397,SIGCIENTY,2016-08-01, 2017/12,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
MARIA FERNANDA GOMEZ RONDON,OTRO,OTRO,OTRO,NA,NA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001640269,SIGCIENTY,2016-08-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
MARTHA YANETH SEGURA RUIZ,OTRO,OTRO,OTRO,NA,NA,Integrante,15,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001060570,SIGCIENTY,2010-04-01, 2011/4,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
