researcher,unidad_academica,CENTRO,ZONA,id_scholar,h_index,vinculacion,horas_dedicacion,url,grupo,inicio_vinculacion,fin_vinculacion,posgrade,clasification,articulos,capitulos,libros,softwares,innovaciones,trabajos_dirigidos
LUIS ALEXANDER SARAVIA ROA,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000016709,BYTE IN DESIGN,2019-08-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
LUIS EDUARDO HERRERA RODRIGUEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001670301,BYTE IN DESIGN,2019-01-01, Actual,Técnico,Sin clasificar,1,0,0,0,0,0
LUIS GERMAN TORRES MOGOLLON,OTRO,OTRO,OTRO,NA,NA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000488569,BYTE IN DESIGN,2004-08-01, 2008/11,Técnico,Sin clasificar,0,0,0,0,0,0
LUIS MONTANEZ CARRILLO,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001416948,BYTE IN DESIGN,2018-02-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
MARGARITA MARIA PINEDA ROMERO,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001352945,BYTE IN DESIGN,2021-01-01, Actual,Doctorado,Investigador Junior (IJ),0,0,0,0,0,0
MARIBEL LOPEZ NUNEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000062794,BYTE IN DESIGN,2020-02-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
MARILU GARCIA SOTO,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001180223,BYTE IN DESIGN,2016-09-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,0,0,1
MIREYA GOMEZ ARGOTE,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001530385,BYTE IN DESIGN,2017-02-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,2
NEVARDO ALONSO AYALA ROJAS,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000021534,BYTE IN DESIGN,2013-09-01, 2014/5,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
PAULA ANDREA LAGO MARTINEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001417349,BYTE IN DESIGN,2019-01-01, Actual,Maestría/Magister,Sin clasificar,3,2,0,0,0,0
PEDRO MAURICIO ECHEVERRY REY,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001163515,BYTE IN DESIGN,2017-01-01, Actual,Especialización,Sin clasificar,0,0,0,0,0,0
VICENTE GARCIA DIAZ,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001537046,BYTE IN DESIGN,2016-01-01, 2018/12,Doctorado,Sin clasificar,1,0,0,0,0,0
VICTOR MANUEL BOHORQUEZ GUEVARA,OTRO,OTRO,OTRO,NA,NA,Integrante,1; 1; 1; 1; 1; 1; 1; 1,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001247573,BYTE IN DESIGN; GIGASS; BYTE IN DESIGN; GIGASS,2008-01-01; 2013-01-01, 2008/12,Maestría/Magister,Sin clasificar,0; 1; 0; 1,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0
YURI VANESSA NIETO ACEVEDO,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001555823,BYTE IN DESIGN,2016-07-01, Actual,Doctorado,Investigador Asociado (I),7,1,0,0,0,1
"NATALIA ANDREA SALAZAR CAMACHO",OTRO,OTRO,OTRO,NA,NA,Integrante,15,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000687880,GIEPRONAL,2008-03-01, 2017/1,Doctorado,Sin clasificar,1,0,0,0,0,0
ADRIANA ALEXANDRA MALDONADO CHAPARRO,OTRO,OTRO,OTRO,NA,NA,Integrante,8; 10; 8; 10; 8; 10; 8; 10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000378054,GIEPRONAL; GRUPO INTERDISCIPLINARIO DE ESTUDIOS SECTORIALES (GIES); GIEPRONAL; GRUPO INTERDISCIPLINARIO DE ESTUDIOS SECTORIALES (GIES),2009-06-01; 2008-01-01, 2011/1,Doctorado,Investigador Junior (IJ),0; 2; 0; 2,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0
ALBA DORIS TORRES HERRERA,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000521574,GIEPRONAL,2017-01-01, Actual,Especialización,Sin clasificar,0,0,0,0,0,0
ANGELA ROCIO VASQUEZ URRIAGO,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001239228,GIEPRONAL,2011-04-01, 2012/12,Doctorado,Sin clasificar,2,0,0,0,0,0
CARLOS HUMBERTO VARGAS GUTIERREZ,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000134270,GIEPRONAL,2017-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
CAROLINA MARIA BEDOYA SERNA,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001630081,GIEPRONAL,2019-08-01, Actual,Doctorado,Sin clasificar,0,0,0,0,0,1
DEYA AMPARO PEREZ ZUNIGA,OTRO,OTRO,OTRO,NA,NA,Integrante,15,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000427047,GIEPRONAL,2009-02-01, 2009/6,Especialización,Sin clasificar,0,0,0,0,0,0
DIANA SHIRLEY GALEANO OSORIO,OTRO,OTRO,OTRO,NA,NA,Integrante,17,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000876437,GIEPRONAL,2017-01-01, 2018/12,Doctorado,Sin clasificar,1,0,0,0,0,0
DOLFFI RODRIGUEZ CAMPOS,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000731013,GIEPRONAL,2014-01-01, 2017/12,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
EDNA ROCIO RODRIGUEZ ESCANDON,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000124749,GIEPRONAL,2017-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
GABRIELA INES LEGUIZAMON SIERRA,OTRO,OTRO,OTRO,NA,NA,Integrante,5; 6; 5; 6; 5; 6; 5; 6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000711080,GIEPRONAL; GRUPO INTERDISCIPLINARIO DE ESTUDIOS SECTORIALES (GIES); GIEPRONAL; GRUPO INTERDISCIPLINARIO DE ESTUDIOS SECTORIALES (GIES),2013-06-01; 2012-01-01, 2015/5,Maestría/Magister,Sin clasificar,0; 1; 0; 1,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0
GUILLERMO EDUARDO MANJARRES MOGOLLON,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001767534,GIEPRONAL,2020-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
GUSTAVO VELASQUEZ QUINTANA,OTRO,OTRO,OTRO,NA,NA,Integrante,5; 4; 5; 4; 5; 4; 5; 4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000732591,GIEPRONAL; DAVINCI; GIEPRONAL; DAVINCI,2012-11-01; 2012-01-01, 2015/5,Especialización,Sin clasificar,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0
HARVEY ANDRES MILQUEZ SANABRIA,OTRO,OTRO,OTRO,NA,NA,Integrante,17,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001007459,GIEPRONAL,2014-01-01, 2020/8,Doctorado,Sin clasificar,3,0,0,0,0,2
HEIDY FERNANDA ORTIZ TORRES,OTRO,OTRO,OTRO,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001220055,GIEPRONAL,2009-06-01, 2009/6,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
HENRY ALDEMAR GUERRERO ERAZO,OTRO,OTRO,OTRO,NA,NA,Integrante,7,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001343057,GIEPRONAL,2019-11-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
HILDER HUMBERTO MOSCOTE ALMANZA,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001403455,GIEPRONAL,2017-01-01, 2017/6,Maestría/Magister,Sin clasificar,1,0,0,0,0,1
HUGO ANDRES GUTIERREZ TRUJILLO,OTRO,OTRO,OTRO,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001155997,GIEPRONAL,2008-07-01, 2009/1,Maestría/Magister,Sin clasificar,2,0,0,0,0,0
JADE ALEXANDRA LI RAMIREZ,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001527407,GIEPRONAL,2019-02-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
JAVIER ERNESTO RODRIGUEZ HERNANDEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000081704,GIEPRONAL,2016-01-01, Actual,Especialización,Sin clasificar,0,0,0,0,0,0
JEAMMY JULIETH SIERRA HERNANDEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,10; 10; 10; 10; 10; 10; 10; 10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001392217,GIEPRONAL; GIDESTEC; GIEPRONAL; GIDESTEC,2013-01-01; 2011-01-01, 2015/3,Doctorado,Sin clasificar,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0
JEINNY MARIA PERALTA POLO,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001346545,GIEPRONAL,2019-01-01, Actual,Doctorado,Sin clasificar,2,0,0,0,0,0
JOHN FREDY PERAFAN JAVELA,OTRO,OTRO,OTRO,NA,NA,Integrante,15; 5; 15; 5; 15; 5; 15; 5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001123564,GIEPRONAL; TECNNOSALUD; GIEPRONAL; TECNNOSALUD,2009-03-01; 2015-01-01, 2015/1,Pregrado/Universitario,Sin clasificar,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0
JUAN CARLOS RODRIGUEZ CARDENAS,OTRO,OTRO,OTRO,NA,NA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000503878,GIEPRONAL,2011-07-01, 2011/12,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
JUAN DAVID CANON BERMUDEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000916811,GIEPRONAL,2017-01-01, Actual,Maestría/Magister,Sin clasificar,2,0,0,0,0,0
JULIO HERNAN TORRES MARTINEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001548746,GIEPRONAL,2014-01-01, 2014/12,Especialización,Sin clasificar,0,0,0,0,0,0
KAREN SOFIA MUNOZ PABON,OTRO,OTRO,OTRO,NA,NA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001401024,GIEPRONAL,2020-08-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
LADY DIANA CASTANEDA TRUJILLO,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001444372,GIEPRONAL,2017-11-01, Actual,Doctorado,Sin clasificar,1,0,0,0,0,1
LEIDY MARCELA MENDEZ PINEDA,OTRO,OTRO,OTRO,NA,NA,Integrante,17,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000044691,GIEPRONAL,2014-01-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,0,0,0
LUIS ENRIQUE OLAYA DOMINGUEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001569912,GIEPRONAL,2009-11-01, 2009/11,Especialización,Sin clasificar,0,0,0,0,0,0
MARCEL LEANDRO GOMEZ ACOSTA,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000185127,GIEPRONAL,2018-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
MARCO ALEXIS PALTA GODOY,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001384790,GIEPRONAL,2021-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
MARCO MASON,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000162149,GIEPRONAL,2020-01-01, Actual,Doctorado,Investigador Junior (IJ),0,0,0,0,0,0
MARIA ANGELICA BELTRAN OLAYA,OTRO,OTRO,OTRO,NA,NA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001226592,GIEPRONAL,2009-06-01, 2009/6,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
MARIA PAULINA MENDOZA COMBATT,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000152881,GIEPRONAL,2019-01-01, Actual,Doctorado,Sin clasificar,0,0,0,0,0,0
OSCAR ABEL LUNA RIOJAS,OTRO,OTRO,OTRO,NA,NA,Integrante,4; 5; 4; 5; 4; 5; 4; 5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000519995,GIEPRONAL; INYUMACIZO; GIEPRONAL; INYUMACIZO,2010-01-01; 2011-06-01, 2011/6,Especialización,Sin clasificar,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0
OSCAR ELIECER CABARCAS NUNEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001344192,GIEPRONAL,2016-01-01, 2016/3,Maestría/Magister,Investigador Junior (IJ),0,0,0,0,0,0
RAUL ALBERTO CUERVO MULET,OTRO,OTRO,OTRO,NA,NA,Integrante,17,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000394491,GIEPRONAL,2015-01-01, Actual,Doctorado,Investigador Senior (IS),0,0,0,0,0,0
RICARDO AUGUSTO TELLO DURAN,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001387507,GIEPRONAL,2009-03-01, 2009/3,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
RODRIGO ORTEGA TORO,OTRO,OTRO,OTRO,NA,NA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001362084,GIEPRONAL,2014-01-01, Actual,Doctorado,Investigador Senior (IS),1,0,0,0,0,2
VIVIAN YANETH ALVAREZ ALTAMIRANDA,OTRO,OTRO,OTRO,NA,NA,Integrante,15,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001487908,GIEPRONAL,2014-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,5
WILLIAM TORO CEPEDA,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001148591,GIEPRONAL,2011-04-01, 2011/12,Pregrado/Universitario,Sin clasificar,0,0,2,0,0,0
YENNY YOLANDA LOZANO JIMENEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,16; 4; 16; 4; 16; 4; 16; 4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000858790,GIEPRONAL; GIDESTEC; GIEPRONAL; GIDESTEC,2014-01-01; 2014-01-01, 2014/12,Doctorado,Sin clasificar,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0
DORA SILVANA VELASCO HURTADO,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000006954,ILAMA,2019-02-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
EDWIN FERNANDO MONTOYA,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001940471,ILAMA,2011-02-01, 2011/9,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
ELIANA JULIETH SANCHEZ TORRES,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000053448,ILAMA,2020-02-01, 2020/2,Especialización,Sin clasificar,0,0,0,0,0,0
FABIO FERNANDO MOSCOSO DURAN,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000536644,ILAMA,2019-01-01, Actual,Doctorado,Investigador Senior (IS),0,0,0,0,0,0
FRANK FEIBERT ERAZO CABAL,OTRO,OTRO,OTRO,NA,NA,Integrante,1,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001342951,ILAMA,2010-01-01, 2010/2,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
JOSE FERNEY MONTES MORENO,OTRO,OTRO,OTRO,NA,NA,Integrante,5; 5; 5; 5; 5; 5; 5; 5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001138243,ILAMA; INYUMACIZO; ILAMA; INYUMACIZO,2012-01-01; 2021-01-01, 2014/6,Pregrado/Universitario,Sin clasificar,1; 3; 1; 3,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0,0; 0; 0; 0
JUAN MANUEL DELGADO DIAZ,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000794449,ILAMA,2011-08-01, 2012/2,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
JUANA PATRICIA DIAZ OLAYA,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001715102,ILAMA,2021-08-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
MARTHA DE JESUS GUERRERO GUZMAN,OTRO,OTRO,OTRO,NA,NA,Integrante,10; 12; 10; 12,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000872202,ILAMA; GRUPO DE INVESTIGACIONES Y ESTUDIOS PROSPECTIVOS Y ESTRATEGICOS (GIEPE),2015-03-01; 2007-03-01, Actual,Doctorado,Investigador Junior (IJ),0; 0,0; 0,0; 0,0; 0,0; 0,0; 0
MIRIAN SOLANO QUINTERO,OTRO,OTRO,OTRO,NA,NA,Integrante,5; 0; 10; 5; 0; 10; 5; 0; 10; 5; 0; 10; 5; 0; 10; 5; 0; 10; 5; 0; 10; 5; 0; 10; 5; 0; 10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001447750,ILAMA; AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI); GRUPO DE INVESTIGACIONES Y ESTUDIOS PROSPECTIVOS Y ESTRATEGICOS (GIEPE); ILAMA; AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI); GRUPO DE INVESTIGACIONES Y ESTUDIOS PROSPECTIVOS Y ESTRATEGICOS (GIEPE); ILAMA; AMBIENTES DE ENSENANZA APRENDIZAJE DE LAS CIENCIAS BASICAS (AMECI); GRUPO DE INVESTIGACIONES Y ESTUDIOS PROSPECTIVOS Y ESTRATEGICOS (GIEPE),2014-10-01; 2017-01-01; 2014-04-01, 2014/10,Maestría/Magister,Sin clasificar,0; 0; 0; 0; 0; 0; 0; 0; 0,0; 0; 0; 0; 0; 0; 0; 0; 0,0; 0; 0; 0; 0; 0; 0; 0; 0,0; 0; 0; 0; 0; 0; 0; 0; 0,0; 0; 0; 0; 0; 0; 0; 0; 0,0; 0; 1; 0; 0; 1; 0; 0; 1
OSCAR EDUARDO SANCHEZ PORTILLO,OTRO,OTRO,OTRO,NA,NA,Integrante,3,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001137271,ILAMA,2010-01-01, 2010/12,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
PAUL FERNANDO URIBE,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001757052,ILAMA,2020-02-01, 2020/2,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
PAULA ANDREA GONZALEZ PATINO,OTRO,OTRO,OTRO,NA,NA,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001360668,ILAMA,2011-08-01, 2012/2,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
ZULEYMA COROMOTO LOGGIODICE LATTUF,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001701673,ILAMA,2018-01-01, Actual,Doctorado,Sin clasificar,0,0,0,0,0,3
CARLOS ALBERTO VERA CASTILLO,OTRO,OTRO,OTRO,NA,NA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001799213,GRINDES,2020-02-01, Actual,Técnico,Sin clasificar,0,0,0,0,0,0
CARLOS ALBERTO VERA ROMERO,OTRO,OTRO,OTRO,NA,NA,Integrante,20; 17; 20; 17,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001227882,GRINDES; GIDESTEC,2009-02-01; 2018-01-01, Actual,Doctorado,Investigador Junior (IJ),10; 3,0; 0,0; 0,0; 0,0; 0,0; 0
DIANA CAROLINA PABON GONZALEZ,OTRO,OTRO,OTRO,NA,NA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000904716,GRINDES,2007-01-01, Actual,Maestría/Magister,Sin clasificar,4,1,0,0,0,1
ELSA RUDT GOMEZ ROZO,OTRO,OTRO,OTRO,NA,NA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001761806,GRINDES,2020-08-01, 2020/9,Técnico,Sin clasificar,0,0,0,0,0,0
FREDY NELSON JAIMES PARADA,OTRO,OTRO,OTRO,NA,NA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001439824,GRINDES,2016-02-01, 2016/11,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
JIMENA DEL PILAR REYES MURILLO,OTRO,OTRO,OTRO,NA,NA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001470551,GRINDES,2012-02-01, 2013/12,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
JULIA TERESA CANAS JAIMES,OTRO,OTRO,OTRO,NA,NA,Integrante,1,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000515094,GRINDES,2020-08-01, 2020/9,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
LEIDY YOHANA PENA CASTRO,OTRO,OTRO,OTRO,NA,NA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001760989,GRINDES,2020-08-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
LEONARDO DANIEL BADILLO VILORIA,OTRO,OTRO,OTRO,NA,NA,Integrante,12,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000904732,GRINDES,2007-01-01, 2007/12,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
LUZ MARINA RUEDA RUEDA,OTRO,OTRO,OTRO,NA,NA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001340583,GRINDES,2013-04-01, 2014/12,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
MARIA ELENA HUMPHREY,OTRO,OTRO,OTRO,NA,NA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001701536,GRINDES,2017-01-01, Actual,Doctorado,Sin clasificar,0,0,0,0,0,1
